claim_id,claim,evidence,label,dataset,source,metadata
scifact_train_60_doc13899137_rat1,ART has no effect on the infectiveness of HIV-positive people.,"Considering the actual scale-up of ART in South Africa, seven models estimated that current HIV incidence is 17% to 32% lower than it would have been in the absence of ART.",REFUTES,scifact,PubMed_13899137: HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa,"{""original_id"": 60, ""doc_id"": 13899137, ""doc_title"": ""HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa"", ""sentence_indices"": [9], ""is_grounded"": true}"
scifact_train_60_doc13899137_rat2,ART has no effect on the infectiveness of HIV-positive people.,"CONCLUSIONS Mathematical models evaluating the impact of ART vary substantially in structure, complexity, and parameter choices, but all suggest that ART, at high levels of access and with high adherence, has the potential to substantially reduce new HIV infections.",REFUTES,scifact,PubMed_13899137: HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa,"{""original_id"": 60, ""doc_id"": 13899137, ""doc_title"": ""HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_61_doc13899137_rat0,ART substantially reduces infectiveness of HIV-positive people.,"For a scenario in which 80% of HIV-infected individuals start treatment on average 1 y after their CD4 count drops below 350 cells/µl and 85% remain on treatment after 3 y, the models projected that HIV incidence would be 35% to 54% lower 8 y after the introduction of ART, compared to a counterfactual scenario in which there is no ART.",SUPPORTS,scifact,PubMed_13899137: HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa,"{""original_id"": 61, ""doc_id"": 13899137, ""doc_title"": ""HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa"", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_61_doc13899137_rat1,ART substantially reduces infectiveness of HIV-positive people.,"Considering the actual scale-up of ART in South Africa, seven models estimated that current HIV incidence is 17% to 32% lower than it would have been in the absence of ART.",SUPPORTS,scifact,PubMed_13899137: HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa,"{""original_id"": 61, ""doc_id"": 13899137, ""doc_title"": ""HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa"", ""sentence_indices"": [9], ""is_grounded"": true}"
scifact_train_61_doc13899137_rat2,ART substantially reduces infectiveness of HIV-positive people.,"CONCLUSIONS Mathematical models evaluating the impact of ART vary substantially in structure, complexity, and parameter choices, but all suggest that ART, at high levels of access and with high adherence, has the potential to substantially reduce new HIV infections.",SUPPORTS,scifact,PubMed_13899137: HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa,"{""original_id"": 61, ""doc_id"": 13899137, ""doc_title"": ""HIV Treatment as Prevention: Systematic Comparison of Mathematical Models of the Potential Impact of Antiretroviral Therapy on HIV Incidence in South Africa"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_62,ATF4 is a general endoplasmic reticulum stress marker.,,NOT_ENOUGH_INFO,scifact,Docs: 32587939,"{""original_id"": 62, ""cited_doc_ids"": [32587939], ""is_grounded"": false}"
scifact_train_63,ATM and Rad3 related protein are critical for sensing DNA damage.,,NOT_ENOUGH_INFO,scifact,Docs: 40349336,"{""original_id"": 63, ""cited_doc_ids"": [40349336], ""is_grounded"": false}"
scifact_train_64,ATM and Rad3 related protein have no role in sensing DNA damage.,,NOT_ENOUGH_INFO,scifact,Docs: 40349336,"{""original_id"": 64, ""cited_doc_ids"": [40349336], ""is_grounded"": false}"
scifact_train_66,AZT given with ribavirin increases anemia.,,NOT_ENOUGH_INFO,scifact,Docs: 14806256,"{""original_id"": 66, ""cited_doc_ids"": [14806256], ""is_grounded"": false}"
scifact_train_67_doc21295300_rat0,Activated Cdk5 phosphorylates the ATM protein in response to DNA damage.,"Here we show that Cdk5 (cyclin-dependent kinase 5), activated by DNA damage, directly phosphorylates ATM at Ser 794 in post-mitotic neurons.",SUPPORTS,scifact,PubMed_21295300: Phosphorylation of ATM by Cdk5 mediates DNA damage signaling and regulates neuronal death,"{""original_id"": 67, ""doc_id"": 21295300, ""doc_title"": ""Phosphorylation of ATM by Cdk5 mediates DNA damage signaling and regulates neuronal death"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_67_doc21295300_rat1,Activated Cdk5 phosphorylates the ATM protein in response to DNA damage.,"Thus, activation of Cdk5 by DNA damage serves as a critical signal to initiate the ATM response and regulate ATM-dependent cellular processes.",SUPPORTS,scifact,PubMed_21295300: Phosphorylation of ATM by Cdk5 mediates DNA damage signaling and regulates neuronal death,"{""original_id"": 67, ""doc_id"": 21295300, ""doc_title"": ""Phosphorylation of ATM by Cdk5 mediates DNA damage signaling and regulates neuronal death"", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_68_doc21295300_rat0,Activated Cdk5 regulates DNA damage-induced neuronal death.,"Interruption of the Cdk5-ATM pathway attenuates DNA-damage-induced neuronal cell cycle re-entry and expression of the p53 targets PUMA and Bax, protecting neurons from death.",SUPPORTS,scifact,PubMed_21295300: Phosphorylation of ATM by Cdk5 mediates DNA damage signaling and regulates neuronal death,"{""original_id"": 68, ""doc_id"": 21295300, ""doc_title"": ""Phosphorylation of ATM by Cdk5 mediates DNA damage signaling and regulates neuronal death"", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_69_doc5956380_rat0,Activation of PPM1D enhances p53 function.,PPM1D mutations were mutually exclusive with TP53 mutations in BSG and attenuated p53 activation in vitro. PPM1D mutations were truncating alterations in exon 6 that enhanced the ability of PPM1D to suppress the activation of the DNA damage response checkpoint protein CHK2.,REFUTES,scifact,PubMed_5956380: Exome sequencing identifies somatic gain-of-function PPM1D mutations in brainstem gliomas,"{""original_id"": 69, ""doc_id"": 5956380, ""doc_title"": ""Exome sequencing identifies somatic gain-of-function PPM1D mutations in brainstem gliomas"", ""sentence_indices"": [5, 6], ""is_grounded"": true}"
scifact_train_69_doc4414547_rat0,Activation of PPM1D enhances p53 function.,"Functional studies demonstrate that the mutations result in enhanced suppression of p53 in response to ionizing radiation exposure, suggesting that the mutant alleles encode hyperactive PPM1D isoforms.",REFUTES,scifact,PubMed_4414547: Mosaic PPM1D mutations are associated with predisposition to breast and ovarian cancer,"{""original_id"": 69, ""doc_id"": 4414547, ""doc_title"": ""Mosaic PPM1D mutations are associated with predisposition to breast and ovarian cancer"", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_71_doc1127562_rat0,Activation of the Rac1 homolog CED-10 kills viable cells in SRGP-1 mutant Caenorhabditis elegans.,"We show that SRGP-1 functions in engulfing cells and functions as a GTPase activating protein (GAP) for CED-10 (Rac1). Interestingly, loss of srgp-1 function promotes not only the clearance of already dead cells, but also the removal of cells that have been brought to the verge of death through sublethal apoptotic, necrotic or cytotoxic insults.",SUPPORTS,scifact,PubMed_1127562: Loss of the RhoGAP SRGP-1 promotes the clearance of dead and injured cells in Caenorhabditis elegans,"{""original_id"": 71, ""doc_id"": 1127562, ""doc_title"": ""Loss of the RhoGAP SRGP-1 promotes the clearance of dead and injured cells in Caenorhabditis elegans"", ""sentence_indices"": [4, 5], ""is_grounded"": true}"
scifact_train_73,Activator-inhibitor pairs are provided ventrally by Xrl-sizzled.,,NOT_ENOUGH_INFO,scifact,Docs: 6076903,"{""original_id"": 73, ""cited_doc_ids"": [6076903], ""is_grounded"": false}"
scifact_train_74,Active H. pylori urease has a polymeric structure consisting of five distinct subunits.,,NOT_ENOUGH_INFO,scifact,Docs: 4387784,"{""original_id"": 74, ""cited_doc_ids"": [4387784], ""is_grounded"": false}"
scifact_train_76_doc5531479_rat0,Active Ly49Q induces neutrophil polarization.,"Here, we show that an inhibitory MHC I receptor, Ly49Q, was crucial for the swift polarization of and tissue infiltration by neutrophils.",SUPPORTS,scifact,PubMed_5531479: The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking.,"{""original_id"": 76, ""doc_id"": 5531479, ""doc_title"": ""The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking."", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_76_doc5531479_rat1,Active Ly49Q induces neutrophil polarization.,"We propose that Ly49Q is pivotal in switching neutrophils to their polarized morphology and rapid migration upon inflammation, through its spatiotemporal regulation of membrane rafts and raft-associated signaling molecules.",SUPPORTS,scifact,PubMed_5531479: The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking.,"{""original_id"": 76, ""doc_id"": 5531479, ""doc_title"": ""The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking."", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_77_doc5531479_rat0,Active Ly49Q prevents neutrophil polarization.,"Here, we show that an inhibitory MHC I receptor, Ly49Q, was crucial for the swift polarization of and tissue infiltration by neutrophils.",REFUTES,scifact,PubMed_5531479: The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking.,"{""original_id"": 77, ""doc_id"": 5531479, ""doc_title"": ""The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking."", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_77_doc5531479_rat1,Active Ly49Q prevents neutrophil polarization.,"We propose that Ly49Q is pivotal in switching neutrophils to their polarized morphology and rapid migration upon inflammation, through its spatiotemporal regulation of membrane rafts and raft-associated signaling molecules.",REFUTES,scifact,PubMed_5531479: The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking.,"{""original_id"": 77, ""doc_id"": 5531479, ""doc_title"": ""The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking."", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_78_doc5099266_rat0,Active caspase-11 participate in regulating phagosome-lysosome fusion.,"However, caspase-11 was dispensable for the fusion of lysosomes with phagosomes containing nonpathogenic bacteria, uncovering a fundamental difference in the trafficking of phagosomes according to their cargo.",SUPPORTS,scifact,PubMed_5099266: Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization.,"{""original_id"": 78, ""doc_id"": 5099266, ""doc_title"": ""Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization."", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_79_doc5099266_rat0,Active caspase-11 protein promotes pyroptosis.,"Here, we demonstrated that caspase-11 was dispensable for caspase-1 activation in response to Legionella, Salmonella, Francisella, and Listeria.",SUPPORTS,scifact,PubMed_5099266: Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization.,"{""original_id"": 79, ""doc_id"": 5099266, ""doc_title"": ""Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization."", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_79_doc5099266_rat1,Active caspase-11 protein promotes pyroptosis.,We also determined that active mouse caspase-11 was required for restriction of L. pneumophila infection.,SUPPORTS,scifact,PubMed_5099266: Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization.,"{""original_id"": 79, ""doc_id"": 5099266, ""doc_title"": ""Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization."", ""sentence_indices"": [4], ""is_grounded"": true}"
