id,verifiable,label,claim,evidence,claim_clean,claim_norm
62773,NOT VERIFIABLE,NOT ENOUGH INFO,Taipei is the center of Taiwan.,"[[[79202, None, None, None]]]",Taipei is the center of Taiwan.,taipei is the center of taiwan.
57143,VERIFIABLE,REFUTES,Anti-nuclear antibodies has zero subtypes.,"[[[73471, 84713, 'Anti-nuclear_antibody', 5]]]",Anti-nuclear antibodies has zero subtypes.,anti-nuclear antibodies has zero subtypes.
157236,VERIFIABLE,REFUTES,Star Wars: The Force Awakens is a book.,"[[[181404, 193661, 'Star_Wars-COLON-_The_Force_Awakens', 0]], [[181404, 193662, 'Star_Wars-COLON-_The_Force_Awakens', 2]], [[181404, 193663, 'Star_Wars-COLON-_The_Force_Awakens', 6]], [[181404, 193664, 'Star_Wars-COLON-_The_Force_Awakens', 7]], [[181405, 193665, 'Star_Wars-COLON-_The_Force_Awakens', 0]], [[181405, 193666, 'Star_Wars-COLON-_The_Force_Awakens', 2]], [[181405, 193667, 'Star_Wars-COLON-_The_Force_Awakens', 6]], [[181405, 193668, 'Star_Wars-COLON-_The_Force_Awakens', 7]]]",Star Wars: The Force Awakens is a book.,star wars: the force awakens is a book.
190905,VERIFIABLE,SUPPORTS,Love & Friendship features an actress.,"[[[223254, 228266, 'Love_&_Friendship', 1]], [[223255, 228267, 'Love_&_Friendship', 1]]]",Love & Friendship features an actress.,love & friendship features an actress.
171384,NOT VERIFIABLE,NOT ENOUGH INFO,Blue Velvet stars a cat.,"[[[197775, None, None, None]]]",Blue Velvet stars a cat.,blue velvet stars a cat.
163420,NOT VERIFIABLE,NOT ENOUGH INFO,Ilkhanate contained Poland.,"[[[188115, None, None, None]]]",Ilkhanate contained Poland.,ilkhanate contained poland.
228912,NOT VERIFIABLE,NOT ENOUGH INFO,Drama school offers zero degrees.,"[[[273129, None, None, None]]]",Drama school offers zero degrees.,drama school offers zero degrees.
205944,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on home decor.,"[[[243396, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on home decor.,cosmopolitan as of 2011 contains content which includes articles on home decor.
186115,VERIFIABLE,REFUTES,There are zero bodies of water in Ontario.,"[[[217033, 223684, 'Ontario', 8]], [[217033, 223685, 'Ontario', 7]]]",There are zero bodies of water in Ontario.,there are zero bodies of water in ontario.
134343,VERIFIABLE,SUPPORTS,"Beverly Hills, 90210 addressed global human rights.","[[[156903, 171480, 'Beverly_Hills,_90210', 10]]]","Beverly Hills, 90210 addressed global human rights.","beverly hills, 90210 addressed global human rights."
9809,VERIFIABLE,REFUTES,Mackenzie Foy starred in The Twilight Saga: Breaking Dawn -- Part 1.,"[[[24657, 30441, 'Mackenzie_Foy', 1]]]",Mackenzie Foy starred in The Twilight Saga: Breaking Dawn -- Part 1.,mackenzie foy starred in the twilight saga: breaking dawn -- part 1.
119790,NOT VERIFIABLE,NOT ENOUGH INFO,Jim Parsons stars in a show.,"[[[140793, None, None, None]]]",Jim Parsons stars in a show.,jim parsons stars in a show.
133497,NOT VERIFIABLE,NOT ENOUGH INFO,Wonder Woman is a movie character.,"[[[156045, None, None, None]]]",Wonder Woman is a movie character.,wonder woman is a movie character.
225782,VERIFIABLE,SUPPORTS,Cher has only won awards for film.,"[[[269137, 265536, 'Cher', 15]], [[269137, 265537, 'Cher', 25], [269137, 265537, 'Academy_Awards', 0], [269137, 265537, 'Cannes_Film_Festival', 0]]]",Cher has only won awards for film.,cher has only won awards for film.
143950,NOT VERIFIABLE,NOT ENOUGH INFO,Justified lost an award.,"[[[167088, None, None, None]]]",Justified lost an award.,justified lost an award.
52865,NOT VERIFIABLE,NOT ENOUGH INFO,Morgan Freeman is in the entertainment industry.,"[[[69156, None, None, None]]]",Morgan Freeman is in the entertainment industry.,morgan freeman is in the entertainment industry.
24691,VERIFIABLE,SUPPORTS,New Orleans is a harbor.,"[[[40644, 48890, 'New_Orleans', 0]]]",New Orleans is a harbor.,new orleans is a harbor.
93314,VERIFIABLE,SUPPORTS,Cricket is followed in Australasia.,"[[[110689, 124351, 'Cricket', 33]]]",Cricket is followed in Australasia.,cricket is followed in australasia.
188097,NOT VERIFIABLE,NOT ENOUGH INFO,Thiokol was also known as Satan.,"[[[219498, None, None, None]]]",Thiokol was also known as Satan.,thiokol was also known as satan.
47625,VERIFIABLE,SUPPORTS,"Michael Caine starred in Get Carter, The Last Valley, Sleuth, The Man Who Would Be King, and A Bridge Too Far.","[[[63928, 74635, 'Michael_Caine', 5]]]","Michael Caine starred in Get Carter, The Last Valley, Sleuth, The Man Who Would Be King, and A Bridge Too Far.","michael caine starred in get carter, the last valley, sleuth, the man who would be king, and a bridge too far."
199053,VERIFIABLE,SUPPORTS,International Relations includes many subject matters.,"[[[234036, 236931, 'International_relations', 0]], [[234036, 236932, 'International_relations', 9]], [[234036, 236933, 'International_relations', 10]]]",International Relations includes many subject matters.,international relations includes many subject matters.
77001,VERIFIABLE,REFUTES,Aruba is landlocked.,"[[[244722, 245656, 'Aruba', 13]], [[247217, 247529, 'Aruba', 2]], [[247956, 248247, 'Aruba', 0]], [[247956, 248248, 'Aruba', 2]], [[247956, 248249, 'Aruba', 3]], [[319427, 308126, 'Aruba', 0]], [[319432, 308130, 'Aruba', 0]], [[319432, 308131, 'Aruba', 2]], [[319432, 308132, 'Aruba', 3]]]",Aruba is landlocked.,aruba is landlocked.
176440,NOT VERIFIABLE,NOT ENOUGH INFO,Sunrise created Ghost in the Shell.,"[[[204362, None, None, None]]]",Sunrise created Ghost in the Shell.,sunrise created ghost in the shell.
122821,VERIFIABLE,SUPPORTS,Donald Sutherland is a person.,"[[[144236, 159277, 'Donald_Sutherland', 0]], [[144236, 159278, 'Donald_Sutherland', 3]], [[144236, 159279, 'Donald_Sutherland', 4]], [[144236, 159280, 'Donald_Sutherland', 7]], [[144236, 159281, 'Donald_Sutherland', 10]], [[144236, 159282, 'Donald_Sutherland', 11]], [[144236, 159283, 'Donald_Sutherland', 12]], [[144236, 159284, 'Donald_Sutherland', 13]]]",Donald Sutherland is a person.,donald sutherland is a person.
199024,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes the U.N.,"[[[234005, None, None, None]]]",International Relations includes the U.N.,international relations includes the u.n.
33146,VERIFIABLE,SUPPORTS,The Academy Honorary Award was instituted.,"[[[49259, 58595, 'Academy_Honorary_Award', 0]]]",The Academy Honorary Award was instituted.,the academy honorary award was instituted.
104578,NOT VERIFIABLE,NOT ENOUGH INFO,Melanie Griffith has performed in New York.,"[[[122873, None, None, None]]]",Melanie Griffith has performed in New York.,melanie griffith has performed in new york.
21991,VERIFIABLE,REFUTES,Becoming Jane had John Hunter Spence as a future consultant.,"[[[37824, 45751, 'Becoming_Jane', 8]]]",Becoming Jane had John Hunter Spence as a future consultant.,becoming jane had john hunter spence as a future consultant.
190780,VERIFIABLE,SUPPORTS,Dysphonia can be characterized by some effect on vocal quality.,"[[[222981, 228069, 'Dysphonia', 0]], [[222981, 228070, 'Dysphonia', 2]], [[222981, 228071, 'Dysphonia', 11]]]",Dysphonia can be characterized by some effect on vocal quality.,dysphonia can be characterized by some effect on vocal quality.
25015,NOT VERIFIABLE,NOT ENOUGH INFO,Minos fathered a dog.,"[[[40959, None, None, None]]]",Minos fathered a dog.,minos fathered a dog.
67811,NOT VERIFIABLE,NOT ENOUGH INFO,Zindagi Na Milegi Dobara stars Akshay Kumar.,"[[[84415, None, None, None]]]",Zindagi Na Milegi Dobara stars Akshay Kumar.,zindagi na milegi dobara stars akshay kumar.
207930,VERIFIABLE,SUPPORTS,Edgar Award honors the best.,"[[[245994, 246618, 'Edgar_Award', 1]]]",Edgar Award honors the best.,edgar award honors the best.
101277,VERIFIABLE,REFUTES,Willow Smith is not a singer.,"[[[119033, 132926, 'Willow_Smith', 0]], [[119033, 132927, 'Willow_Smith', 9], [119033, 132927, 'Ardipithecus_-LRB-album-RRB-', 0]]]",Willow Smith is not a singer.,willow smith is not a singer.
186153,VERIFIABLE,REFUTES,There are zero bodies of water in Ontario.,"[[[217085, 223727, 'Ontario', 7]], [[217085, 223728, 'Ontario', 8]]]",There are zero bodies of water in Ontario.,there are zero bodies of water in ontario.
67541,NOT VERIFIABLE,NOT ENOUGH INFO,The Portuguese Empire existed during the Golden Ages.,"[[[84133, None, None, None]]]",The Portuguese Empire existed during the Golden Ages.,the portuguese empire existed during the golden ages.
160359,NOT VERIFIABLE,NOT ENOUGH INFO,"Beverly Hills, 90210 was a non-political or social commentary show.","[[[184830, None, None, None]]]","Beverly Hills, 90210 was a non-political or social commentary show.","beverly hills, 90210 was a non-political or social commentary show."
214206,VERIFIABLE,SUPPORTS,Syria includes various ethnic groups.,"[[[254294, 254007, 'Syria', 4]]]",Syria includes various ethnic groups.,syria includes various ethnic groups.
176382,VERIFIABLE,SUPPORTS,Sunrise created anime.,"[[[204295, 213119, 'Sunrise_-LRB-company-RRB-', 6]], [[204295, 213120, 'Sunrise_-LRB-company-RRB-', 10]], [[204295, 213121, 'Sunrise_-LRB-company-RRB-', 19]]]",Sunrise created anime.,sunrise created anime.
28432,VERIFIABLE,REFUTES,Edward I of England suppressed a rebellion in 1212.,"[[[44549, 53208, 'Edward_I_of_England', 0]]]",Edward I of England suppressed a rebellion in 1212.,edward i of england suppressed a rebellion in 1212.
215196,VERIFIABLE,REFUTES,James and the Giant Peach was a silent animated film.,"[[[255546, 254981, 'James_and_the_Giant_Peach_-LRB-film-RRB-', 0]]]",James and the Giant Peach was a silent animated film.,james and the giant peach was a silent animated film.
176809,VERIFIABLE,REFUTES,Legion was created in 1994.,"[[[204898, 213579, 'Legion_-LRB-2010_film-RRB-', 0]]]",Legion was created in 1994.,legion was created in 1994.
35138,NOT VERIFIABLE,NOT ENOUGH INFO,Egypt is a member of the Boys and Girls Club.,"[[[51335, None, None, None]]]",Egypt is a member of the Boys and Girls Club.,egypt is a member of the boys and girls club.
198173,VERIFIABLE,REFUTES,Julie Walters failed to be an actress.,"[[[232996, 236023, 'Julie_Walters', 0]]]",Julie Walters failed to be an actress.,julie walters failed to be an actress.
93822,NOT VERIFIABLE,NOT ENOUGH INFO,Followers of asceticism pursue materialism.,"[[[111193, None, None, None]]]",Followers of asceticism pursue materialism.,followers of asceticism pursue materialism.
170360,VERIFIABLE,SUPPORTS,Juris Doctor is earned by completing law school.,"[[[196543, 206649, 'Juris_Doctor', 2]]]",Juris Doctor is earned by completing law school.,juris doctor is earned by completing law school.
209468,NOT VERIFIABLE,NOT ENOUGH INFO,Unleashed stars Jackie Chan.,"[[[247989, None, None, None], [247990, None, None, None]]]",Unleashed stars Jackie Chan.,unleashed stars jackie chan.
182543,NOT VERIFIABLE,NOT ENOUGH INFO,Movies are a popular culture category.,"[[[212320, None, None, None]]]",Movies are a popular culture category.,movies are a popular culture category.
127362,VERIFIABLE,SUPPORTS,"Views had the album ""One Dance.""","[[[149224, 164222, 'Views_-LRB-album-RRB-', 7]], [[149225, 164223, 'Views_-LRB-album-RRB-', 7]]]","Views had the album ""One Dance.""","views had the album ""one dance."""
39139,VERIFIABLE,REFUTES,Adrian Molina co-directed The Good Dinosaur.,"[[[55371, 65425, 'Adrian_Molina', 3], [55371, 65425, 'The_Good_Dinosaur', 1]]]",Adrian Molina co-directed The Good Dinosaur.,adrian molina co-directed the good dinosaur.
46816,VERIFIABLE,REFUTES,Helena Bonham Carter is unable to act in movies.,"[[[63141, 73846, 'Helena_Bonham_Carter', 0]], [[63141, 73847, 'Helena_Bonham_Carter', 2]], [[63141, 73848, 'Helena_Bonham_Carter', 3]], [[63141, 73849, 'Helena_Bonham_Carter', 4]], [[63141, 73850, 'Helena_Bonham_Carter', 7]], [[63141, 73851, 'Helena_Bonham_Carter', 8]], [[63141, 73852, 'Helena_Bonham_Carter', 9]]]",Helena Bonham Carter is unable to act in movies.,helena bonham carter is unable to act in movies.
214878,VERIFIABLE,SUPPORTS,History of art includes various subjects.,"[[[255154, 254652, 'History_of_art', 2]], [[255155, 254653, 'History_of_art', 2]]]",History of art includes various subjects.,history of art includes various subjects.
145637,NOT VERIFIABLE,NOT ENOUGH INFO,Tokyo Ghoul has a character.,"[[[168966, None, None, None]]]",Tokyo Ghoul has a character.,tokyo ghoul has a character.
117042,VERIFIABLE,SUPPORTS,The Dark Knight Rises' filming took place in a city.,"[[[137396, 152277, 'The_Dark_Knight_Rises', 9], [137396, 152277, 'New_York_City', 0]]]",The Dark Knight Rises' filming took place in a city.,the dark knight rises' filming took place in a city.
113067,NOT VERIFIABLE,NOT ENOUGH INFO,Chris Carter has a singing career.,"[[[132628, None, None, None]]]",Chris Carter has a singing career.,chris carter has a singing career.
81757,VERIFIABLE,REFUTES,Snooki is Canadian.,"[[[98806, 111876, 'Snooki', 0]]]",Snooki is Canadian.,snooki is canadian.
205938,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on home decor.,"[[[243376, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on home decor.,cosmopolitan as of 2011 contains content which includes articles on home decor.
213268,NOT VERIFIABLE,NOT ENOUGH INFO,The Nile drains through Russia.,"[[[253003, None, None, None]]]",The Nile drains through Russia.,the nile drains through russia.
177045,VERIFIABLE,SUPPORTS,Asset management may apply to intangible assets such as human capital.,"[[[205162, 213813, 'Asset_management', 1]]]",Asset management may apply to intangible assets such as human capital.,asset management may apply to intangible assets such as human capital.
20304,NOT VERIFIABLE,NOT ENOUGH INFO,Charles Marie de La Condamine was a profession.,"[[[36121, None, None, None]]]",Charles Marie de La Condamine was a profession.,charles marie de la condamine was a profession.
90297,VERIFIABLE,REFUTES,Land Rover lacks the ability to make cars.,"[[[107616, 121108, 'Land_Rover', 0]], [[107616, 121109, 'Land_Rover', 11]], [[107616, 121110, 'Land_Rover', 5], [107616, 121110, 'Land_Rover_Discovery', 0]]]",Land Rover lacks the ability to make cars.,land rover lacks the ability to make cars.
18941,VERIFIABLE,REFUTES,Zindagi Na Milegi Dobara stars Akshay Kumar.,"[[[34583, 41951, 'Zindagi_Na_Milegi_Dobara', 1]], [[34583, 41952, 'Zindagi_Na_Milegi_Dobara', 2]]]",Zindagi Na Milegi Dobara stars Akshay Kumar.,zindagi na milegi dobara stars akshay kumar.
228630,NOT VERIFIABLE,NOT ENOUGH INFO,How to Lose Friends & Alienate People stars an english actor.,"[[[272783, None, None, None]]]",How to Lose Friends & Alienate People stars an english actor.,how to lose friends & alienate people stars an english actor.
57588,NOT VERIFIABLE,NOT ENOUGH INFO,Pamela Anderson is known for her role on Full House.,"[[[73906, None, None, None]]]",Pamela Anderson is known for her role on Full House.,pamela anderson is known for her role on full house.
191622,VERIFIABLE,REFUTES,Famous in Love failed to star any actors.,"[[[224098, 228965, 'Famous_in_Love', 1], [224098, 228965, 'Carter_Jenkins', 0], [224098, 228965, 'Keith_T._Powers', 0], [224098, 228965, 'Famous_in_Love', 0]]]",Famous in Love failed to star any actors.,famous in love failed to star any actors.
208947,NOT VERIFIABLE,NOT ENOUGH INFO,Funny or Die produces The Late Show.,"[[[247330, None, None, None]]]",Funny or Die produces The Late Show.,funny or die produces the late show.
196853,NOT VERIFIABLE,NOT ENOUGH INFO,Sean Connery is a businessman.,"[[[231304, None, None, None]]]",Sean Connery is a businessman.,sean connery is a businessman.
179908,NOT VERIFIABLE,NOT ENOUGH INFO,Cape Fear involved a writer.,"[[[208832, None, None, None]]]",Cape Fear involved a writer.,cape fear involved a writer.
29869,VERIFIABLE,SUPPORTS,Deadpool won an award.,"[[[84668, 96880, 'Deadpool_-LRB-film-RRB-', 13]], [[84668, 96881, 'Deadpool_-LRB-film-RRB-', 14]], [[87222, 99728, 'Deadpool_-LRB-film-RRB-', 13]], [[87222, 99729, 'Deadpool_-LRB-film-RRB-', 14]], [[89961, 102651, 'Deadpool_-LRB-film-RRB-', 14]], [[306295, 297016, 'Deadpool_-LRB-film-RRB-', 13]], [[306295, 297017, 'Deadpool_-LRB-film-RRB-', 14]], [[306297, 297018, 'Deadpool_-LRB-film-RRB-', 13]], [[306297, 297019, 'Deadpool_-LRB-film-RRB-', 14]]]",Deadpool won an award.,deadpool won an award.
83726,NOT VERIFIABLE,NOT ENOUGH INFO,Stagira is the birthplace of Plato.,"[[[100763, None, None, None], [100782, None, None, None]]]",Stagira is the birthplace of Plato.,stagira is the birthplace of plato.
192448,NOT VERIFIABLE,NOT ENOUGH INFO,Francois de Belleforest translated the works of Elena Ferrante.,"[[[225132, None, None, None]]]",Francois de Belleforest translated the works of Elena Ferrante.,francois de belleforest translated the works of elena ferrante.
205921,VERIFIABLE,REFUTES,Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,"[[[243361, 244587, 'Cosmopolitan_-LRB-magazine-RRB-', 2]]]",Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,cosmopolitan as of 2011 contains content which includes articles on political dialogue.
222231,NOT VERIFIABLE,NOT ENOUGH INFO,Gil Sharone played a role on an episode of a sitcom created by James Burrows.,"[[[264671, None, None, None]]]",Gil Sharone played a role on an episode of a sitcom created by James Burrows.,gil sharone played a role on an episode of a sitcom created by james burrows.
73917,VERIFIABLE,REFUTES,Water only occurs artificially.,"[[[90697, 103423, 'Water', 3]]]",Water only occurs artificially.,water only occurs artificially.
97397,VERIFIABLE,REFUTES,Reuters transmits news in at least one language.,"[[[115022, 128738, 'Reuters', 6]]]",Reuters transmits news in at least one language.,reuters transmits news in at least one language.
58548,NOT VERIFIABLE,NOT ENOUGH INFO,A block is also called a dead body.,"[[[74907, None, None, None]]]",A block is also called a dead body.,a block is also called a dead body.
205918,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on home decor.,"[[[243352, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on home decor.,cosmopolitan as of 2011 contains content which includes articles on home decor.
165531,VERIFIABLE,REFUTES,Ileana D'Cruz only starred in Twilight.,"[[[298794, 290200, ""Ileana_D'Cruz"", 12]], [[300877, 291970, ""Ileana_D'Cruz"", 4]], [[300877, 291971, ""Ileana_D'Cruz"", 12]], [[300877, 291972, ""Ileana_D'Cruz"", 13]], [[344805, 328265, ""Ileana_D'Cruz"", 4]], [[344805, 328266, ""Ileana_D'Cruz"", 5]], [[344805, 328267, ""Ileana_D'Cruz"", 3]], [[344805, 328268, ""Ileana_D'Cruz"", 8]], [[344805, 328269, ""Ileana_D'Cruz"", 12]], [[344805, 328270, ""Ileana_D'Cruz"", 13]], [[344806, 328271, ""Ileana_D'Cruz"", 4]], [[344809, 328272, ""Ileana_D'Cruz"", 4]], [[344843, 328302, ""Ileana_D'Cruz"", 12]]]",Ileana D'Cruz only starred in Twilight.,ileana d'cruz only starred in twilight.
201672,NOT VERIFIABLE,NOT ENOUGH INFO,Matt Sorum's touring project Kings of Chaos features members of at least one rock band.,"[[[237389, None, None, None]]]",Matt Sorum's touring project Kings of Chaos features members of at least one rock band.,matt sorum's touring project kings of chaos features members of at least one rock band.
163403,NOT VERIFIABLE,NOT ENOUGH INFO,Ilkhanate contained Poland.,"[[[188108, None, None, None]]]",Ilkhanate contained Poland.,ilkhanate contained poland.
190897,NOT VERIFIABLE,NOT ENOUGH INFO,Love & Friendship features an actress.,"[[[223109, None, None, None]]]",Love & Friendship features an actress.,love & friendship features an actress.
113075,VERIFIABLE,REFUTES,Veronika Decides to Die is based on a movie by Paulo Coelho.,"[[[132642, 147556, 'Veronika_Decides_to_Die_-LRB-film-RRB-', 1]]]",Veronika Decides to Die is based on a movie by Paulo Coelho.,veronika decides to die is based on a movie by paulo coelho.
1442,VERIFIABLE,SUPPORTS,Morgan Freeman is in the entertainment industry.,"[[[17136, 21225, 'Morgan_Freeman', 0]], [[17136, 21226, 'Morgan_Freeman', 1]], [[17136, 21227, 'Morgan_Freeman', 2]], [[17136, 21228, 'Morgan_Freeman', 5]], [[17136, 21229, 'Morgan_Freeman', 6]]]",Morgan Freeman is in the entertainment industry.,morgan freeman is in the entertainment industry.
102452,VERIFIABLE,SUPPORTS,Investment funds are also referred to by other names.,"[[[122141, 136438, 'Investment_fund', 10]]]",Investment funds are also referred to by other names.,investment funds are also referred to by other names.
28006,VERIFIABLE,SUPPORTS,Same-sex marriage is legal in the American territory,"[[[44139, 52765, 'Same-sex_marriage', 15]]]",Same-sex marriage is legal in the American territory,same-sex marriage is legal in the american territory
180847,NOT VERIFIABLE,NOT ENOUGH INFO,Central America contains England.,"[[[209909, None, None, None]]]",Central America contains England.,central america contains england.
76013,VERIFIABLE,REFUTES,Allen Ginsberg wrote a poem about Syrian refugees.,"[[[92835, 105694, 'Allen_Ginsberg', 19]]]",Allen Ginsberg wrote a poem about Syrian refugees.,allen ginsberg wrote a poem about syrian refugees.
205971,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,"[[[243418, None, None, None], [243419, None, None, None], [243431, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,cosmopolitan as of 2011 contains content which includes articles on political dialogue.
177597,NOT VERIFIABLE,NOT ENOUGH INFO,Fences stars an animatronic figure.,"[[[207222, None, None, None]]]",Fences stars an animatronic figure.,fences stars an animatronic figure.
124979,NOT VERIFIABLE,NOT ENOUGH INFO,Carbon has the symbol CO.,"[[[146622, None, None, None]]]",Carbon has the symbol CO.,carbon has the symbol co.
131025,VERIFIABLE,SUPPORTS,There is a character in Star Wars sequel trilogy.,"[[[290790, 283742, 'Star_Wars_sequel_trilogy', 4], [290790, 283742, 'Star_Wars_sequel_trilogy', 7], [290790, 283742, 'Star_Wars_sequel_trilogy', 8], [290790, 283742, 'Star_Wars_sequel_trilogy', 9]], [[335023, 320941, 'Star_Wars_sequel_trilogy', 9], [335023, 320941, 'Adam_Driver', 10]], [[335049, 320954, 'Star_Wars_sequel_trilogy', 7], [335049, 320954, 'Star_Wars-COLON-_The_Force_Awakens', 3]], [[335116, 320997, 'Star_Wars_sequel_trilogy', 9], [335116, 320997, 'Adam_Driver', 10]]]",There is a character in Star Wars sequel trilogy.,there is a character in star wars sequel trilogy.
191944,VERIFIABLE,REFUTES,The Hangover Part III includes Dave Chapelle.,"[[[224493, 229330, 'The_Hangover_Part_III', 3]], [[224493, 229331, 'The_Hangover_Part_III', 4]]]",The Hangover Part III includes Dave Chapelle.,the hangover part iii includes dave chapelle.
105486,NOT VERIFIABLE,NOT ENOUGH INFO,Tamera Mowry has a fraternal twin.,"[[[123813, None, None, None]]]",Tamera Mowry has a fraternal twin.,tamera mowry has a fraternal twin.
146570,VERIFIABLE,REFUTES,Paul Simon is a Pisces.,"[[[170109, 183693, 'Paul_Simon', 0]]]",Paul Simon is a Pisces.,paul simon is a pisces.
115516,VERIFIABLE,SUPPORTS,Penny Dreadful has a character.,"[[[135595, 150456, 'Penny_Dreadful_-LRB-TV_series-RRB-', 8]]]",Penny Dreadful has a character.,penny dreadful has a character.
122659,NOT VERIFIABLE,NOT ENOUGH INFO,Jimmy Carter was a baseball player.,"[[[144015, None, None, None]]]",Jimmy Carter was a baseball player.,jimmy carter was a baseball player.
117926,NOT VERIFIABLE,NOT ENOUGH INFO,Zindagi Na Milegi Dobara stars Akshay Kumar.,"[[[138378, None, None, None]]]",Zindagi Na Milegi Dobara stars Akshay Kumar.,zindagi na milegi dobara stars akshay kumar.
199094,VERIFIABLE,SUPPORTS,International Relations includes many subject matters.,"[[[234088, 236984, 'International_relations', 9]], [[234088, 236985, 'International_relations', 10]]]",International Relations includes many subject matters.,international relations includes many subject matters.
33912,NOT VERIFIABLE,NOT ENOUGH INFO,Maria I of Portugal was Queen of the dead.,"[[[50016, None, None, None]]]",Maria I of Portugal was Queen of the dead.,maria i of portugal was queen of the dead.
48050,VERIFIABLE,SUPPORTS,Reuters transmits news in at least one language.,"[[[64421, 75193, 'Reuters', 6]]]",Reuters transmits news in at least one language.,reuters transmits news in at least one language.
226349,VERIFIABLE,SUPPORTS,Gift of the Night Fury stars the voice of an American filmmaker.,"[[[269862, 266046, 'Gift_of_the_Night_Fury', 6]]]",Gift of the Night Fury stars the voice of an American filmmaker.,gift of the night fury stars the voice of an american filmmaker.
187709,VERIFIABLE,SUPPORTS,The United Kingdom is a member of organizations.,"[[[219022, 225161, 'United_Kingdom', 39]]]",The United Kingdom is a member of organizations.,the united kingdom is a member of organizations.
48679,VERIFIABLE,REFUTES,Venus has a similar proximity to Mars as Earth.,"[[[65042, 75906, 'Venus', 8]]]",Venus has a similar proximity to Mars as Earth.,venus has a similar proximity to mars as earth.
48955,VERIFIABLE,REFUTES,"Adele wrote ""Rolling in the Deep"" when she was 16 years old.","[[[66587, 77399, 'Adele', 5]]]","Adele wrote ""Rolling in the Deep"" when she was 16 years old.","adele wrote ""rolling in the deep"" when she was 16 years old."
178977,VERIFIABLE,SUPPORTS,Lamniformes include at least one rare species of shark.,"[[[207619, 215836, 'Lamniformes', 1], [207619, 215836, 'Goblin_shark', 0]]]",Lamniformes include at least one rare species of shark.,lamniformes include at least one rare species of shark.
47354,NOT VERIFIABLE,NOT ENOUGH INFO,Leslie Howard was a director.,"[[[63675, None, None, None]]]",Leslie Howard was a director.,leslie howard was a director.
214898,VERIFIABLE,REFUTES,History of art only includes computers.,"[[[255796, 255156, 'History_of_art', 2]], [[255796, 255157, 'History_of_art', 3]]]",History of art only includes computers.,history of art only includes computers.
206295,VERIFIABLE,SUPPORTS,Billy Bob Thornton appeared in a film.,"[[[243895, 245025, 'Billy_Bob_Thornton', 3]], [[243895, 245026, 'Billy_Bob_Thornton', 4]], [[243895, 245027, 'Billy_Bob_Thornton', 7]]]",Billy Bob Thornton appeared in a film.,billy bob thornton appeared in a film.
215180,VERIFIABLE,REFUTES,James and the Giant Peach was a silent animated film.,"[[[255531, 254971, 'James_and_the_Giant_Peach_-LRB-film-RRB-', 0]]]",James and the Giant Peach was a silent animated film.,james and the giant peach was a silent animated film.
62376,NOT VERIFIABLE,NOT ENOUGH INFO,Alexander Hamilton attended King's College in Manhattan.,"[[[78824, None, None, None]]]",Alexander Hamilton attended King's College in Manhattan.,alexander hamilton attended king's college in manhattan.
218701,NOT VERIFIABLE,NOT ENOUGH INFO,Chris Hemsworth starred in Snow White and the Huntsman.,"[[[260007, None, None, None]]]",Chris Hemsworth starred in Snow White and the Huntsman.,chris hemsworth starred in snow white and the huntsman.
96986,NOT VERIFIABLE,NOT ENOUGH INFO,Elsa Pataky is a dancer.,"[[[275943, None, None, None], [275947, None, None, None], [278230, None, None, None], [325148, None, None, None], [326189, None, None, None]]]",Elsa Pataky is a dancer.,elsa pataky is a dancer.
225941,NOT VERIFIABLE,NOT ENOUGH INFO,Hate group practices a philosopy.,"[[[269346, None, None, None]]]",Hate group practices a philosopy.,hate group practices a philosopy.
113196,NOT VERIFIABLE,NOT ENOUGH INFO,Mark Millar has worked on cars.,"[[[132777, None, None, None]]]",Mark Millar has worked on cars.,mark millar has worked on cars.
176424,NOT VERIFIABLE,NOT ENOUGH INFO,Sunrise created Ghost in the Shell.,"[[[204345, None, None, None], [204350, None, None, None]]]",Sunrise created Ghost in the Shell.,sunrise created ghost in the shell.
179530,VERIFIABLE,SUPPORTS,The Singing Detective has episodes.,"[[[208350, 216431, 'The_Singing_Detective', 1]]]",The Singing Detective has episodes.,the singing detective has episodes.
187728,VERIFIABLE,REFUTES,The United Kingdom is a member of no organizations.,"[[[219047, 225177, 'United_Kingdom', 39]], [[219048, 225178, 'United_Kingdom', 39]], [[219087, 225196, 'United_Kingdom', 36]]]",The United Kingdom is a member of no organizations.,the united kingdom is a member of no organizations.
